title,source,sentence,normalized_text,sentence_list,candidate_block
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"Obviously, the resulting shift work sleep-wake disorder affects the quality of life of the worker by creating cognitive decline or mood disorders ( Kalmbach et al., 2015 ).","obviously, the resulting shift work sleep-wake disorder affects the quality of life of the worker by creating cognitive decline or mood disorders ( kalmbach et al., 2015 ).","['obviously, the resulting shift work sleep-wake disorder affects the quality of life of the worker by creating cognitive decline or mood disorders ( kalmbach et al., 2015 ).']","obviously, the resulting shift work sleep-wake disorder affects the quality of life of the worker by creating cognitive decline or mood disorders ( kalmbach et al., 2015 )."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"Regarding anxiety and depression, few studies reported influence of type of work and type of shift on neuropsychiatric outcomes ( Averina et al., 2005 ; Harris et al., 2010 ).","regarding anxiety and depression, few studies reported influence of type of work and type of shift on neuropsychiatric outcomes ( averina et al., 2005 ; harris et al., 2010 ).","['regarding anxiety and depression, few studies reported influence of type of work and type of shift on neuropsychiatric outcomes ( averina et al., 2005 ; harris et al., 2010 ).']","regarding anxiety and depression, few studies reported influence of type of work and type of shift on neuropsychiatric outcomes ( averina et al., 2005 ; harris et al., 2010 )."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"The present study is the first which reports prevalence and proportion of anxiety and depression in a population of customer service employees, and also confirms the existence of a strong relation between socioeconomic status and mood disorders in line with few articles reporting possible relation between socioeconomic status and health ( Mulatu and Schooler, 2002 ; Averina et al., 2005 ; Phelan et al., 2010 ; Hawkley et al., 2011 ; McEwen, 2017 ; Etindele Sosso et al., 2018a ; Etindele Sosso et al., 2018b ; Etindele Sosso and Papadopoulos, 2018 ; Etindele et al., 2019 ; Sosso et al., 2019 ).","the present study is the first which reports prevalence and proportion of anxiety and depression in a population of customer service employees, and also confirms the existence of a strong relation between socioeconomic status and mood disorders in line with few articles reporting possible relation between socioeconomic status and health ( mulatu and schooler, 2002 ; averina et al., 2005 ; phelan et al., 2010 ; hawkley et al., 2011 ; mcewen, 2017 ; etindele sosso et al., 2018a ; etindele sosso et al., 2018b ; etindele sosso and papadopoulos, 2018 ; etindele et al., 2019 ; sosso et al., 2019 ).","['the present study is the first which reports prevalence and proportion of anxiety and depression in a population of customer service employees, and also confirms the existence of a strong relation between socioeconomic status and mood disorders in line with few articles reporting possible relation between socioeconomic status and health ( mulatu and schooler, 2002 ; averina et al., 2005 ; phelan et al., 2010 ; hawkley et al., 2011 ; mcewen, 2017 ; etindele sosso et al., 2018a ; etindele sosso et al., 2018b ; etindele sosso and papadopoulos, 2018 ; etindele et al., 2019 ; sosso et al., 2019 ).']","the present study is the first which reports prevalence and proportion of anxiety and depression in a population of customer service employees, and also confirms the existence of a strong relation between socioeconomic status and mood disorders in line with few articles reporting possible relation between socioeconomic status and health ( mulatu and schooler, 2002 ; averina et al., 2005 ; phelan et al., 2010 ; hawkley et al., 2011 ; mcewen, 2017 ; etindele sosso et al., 2018a ; etindele sosso et al., 2018b ; etindele sosso and papadopoulos, 2018 ; etindele et al., 2019 ; sosso et al., 2019 )."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,The present study alerts on the potential effect of working full time in a call center as a risk factor for neuropsychiatric illnesses.,the present study alerts on the potential effect of working full time in a call center as a risk factor for neuropsychiatric illnesses.,['the present study alerts on the potential effect of working full time in a call center as a risk factor for neuropsychiatric illnesses.'],the present study alerts on the potential effect of working full time in a call center as a risk factor for neuropsychiatric illnesses.
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"The findings of this study clearly demonstrated that people working full time obtained the higher score in the different questionnaire assessing anxiety, depression, insomnia and excessive daytime sleepiness.","the findings of this study clearly demonstrated that people working full time obtained the higher score in the different questionnaire assessing anxiety, depression, insomnia and excessive daytime sleepiness.","['the findings of this study clearly demonstrated that people working full time obtained the higher score in the different questionnaire assessing anxiety, depression, insomnia and excessive daytime sleepiness.']","the findings of this study clearly demonstrated that people working full time obtained the higher score in the different questionnaire assessing anxiety, depression, insomnia and excessive daytime sleepiness."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"Higher score means bad diagnosis for all the diseases evaluated, and even if the current transversal design did not allow to follow the impact of working full time longitudinally on sleep disorders, anxiety and depression; findings presented here are trustworthy pictures of the mental health of the participants who are mainly customer service advisors.","higher score means bad diagnosis for all the diseases evaluated, and even if the current transversal design did not allow to follow the impact of working full time longitudinally on sleep disorders, anxiety and depression; findings presented here are trustworthy pictures of the mental health of the participants who are mainly customer service advisors.","['higher score means bad diagnosis for all the diseases evaluated, and even if the current transversal design did not allow to follow the impact of working full time longitudinally on sleep disorders, anxiety and depression; findings presented here are trustworthy pictures of the mental health of the participants who are mainly customer service advisors.']","higher score means bad diagnosis for all the diseases evaluated, and even if the current transversal design did not allow to follow the impact of working full time longitudinally on sleep disorders, anxiety and depression; findings presented here are trustworthy pictures of the mental health of the participants who are mainly customer service advisors."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"Taking in account presence of rotating shift and irregular shift work in customer service, these findings document an existing association between work in customer service and neuropsychiatric diseases.","taking in account presence of rotating shift and irregular shift work in customer service, these findings document an existing association between work in customer service and neuropsychiatric diseases.","['taking in account presence of rotating shift and irregular shift work in customer service, these findings document an existing association between work in customer service and neuropsychiatric diseases.']","taking in account presence of rotating shift and irregular shift work in customer service, these findings document an existing association between work in customer service and neuropsychiatric diseases."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,The results also question the role of the duration in position and socioeconomic status as risk factors for neuropsychiatric diseases for customer service employees.,the results also question the role of the duration in position and socioeconomic status as risk factors for neuropsychiatric diseases for customer service employees.,['the results also question the role of the duration in position and socioeconomic status as risk factors for neuropsychiatric diseases for customer service employees.'],the results also question the role of the duration in position and socioeconomic status as risk factors for neuropsychiatric diseases for customer service employees.
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"While social factors and sociodemographic factors may influence health in general ( Adler et al., 2000 ; Contoyannis and Jones, 2004 ; Chen et al., 2005 ; Assari et al., 2016 ; Etindele Sosso and Papadopoulos, 2018 ; Sosso et al., 2019 ) and even if evidence exists on their key role as mediators between socioeconomic status and health ( MULATU and SCHOOLER, 1999 ; Contoyannis and Jones, 2004 ; Phelan et al., 2010 ; Hawkley et al., 2011 ; Chen et al., 2013 ; El-Sheikh et al., 2013 ; Grandner et al., 2013 ); nobody really investigated how people working in such field are exposed to chronic stress, and current literature contains no data on employee’s health of this sector.","while social factors and sociodemographic factors may influence health in general ( adler et al., 2000 ; contoyannis and jones, 2004 ; chen et al., 2005 ; assari et al., 2016 ; etindele sosso and papadopoulos, 2018 ; sosso et al., 2019 ) and even if evidence exists on their key role as mediators between socioeconomic status and health ( mulatu and schooler, 1999 ; contoyannis and jones, 2004 ; phelan et al., 2010 ; hawkley et al., 2011 ; chen et al., 2013 ; el-sheikh et al., 2013 ; grandner et al., 2013 ); nobody really investigated how people working in such field are exposed to chronic stress, and current literature contains no data on employee’s health of this sector.","['while social factors and sociodemographic factors may influence health in general ( adler et al., 2000 ; contoyannis and jones, 2004 ; chen et al., 2005 ; assari et al., 2016 ; etindele sosso and papadopoulos, 2018 ; sosso et al., 2019 ) and even if evidence exists on their key role as mediators between socioeconomic status and health ( mulatu and schooler, 1999 ; contoyannis and jones, 2004 ; phelan et al., 2010 ; hawkley et al., 2011 ; chen et al., 2013 ; el-sheikh et al., 2013 ; grandner et al., 2013 ); nobody really investigated how people working in such field are exposed to chronic stress, and current literature contains no data on employee’s health of this sector.']","while social factors and sociodemographic factors may influence health in general ( adler et al., 2000 ; contoyannis and jones, 2004 ; chen et al., 2005 ; assari et al., 2016 ; etindele sosso and papadopoulos, 2018 ; sosso et al., 2019 ) and even if evidence exists on their key role as mediators between socioeconomic status and health ( mulatu and schooler, 1999 ; contoyannis and jones, 2004 ; phelan et al., 2010 ; hawkley et al., 2011 ; chen et al., 2013 ; el-sheikh et al., 2013 ; grandner et al., 2013 ); nobody really investigated how people working in such field are exposed to chronic stress, and current literature contains no data on employee’s health of this sector."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"The present paper draws an interesting profile in terms of age, education, socioeconomic status, immigration status and duration in position; of people working in customer service in Canada.","the present paper draws an interesting profile in terms of age, education, socioeconomic status, immigration status and duration in position; of people working in customer service in canada.","['the present paper draws an interesting profile in terms of age, education, socioeconomic status, immigration status and duration in position; of people working in customer service in canada.']","the present paper draws an interesting profile in terms of age, education, socioeconomic status, immigration status and duration in position; of people working in customer service in canada."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"This is another strength of the present article, because no other study examined so deeply this population who is probably also exposed to shift work sleep-wake disorder and many others neurological disorders commonly found in similar works ( Boivin and Boudreau, 2014 ; Jensen et al., 2016 ).","this is another strength of the present article, because no other study examined so deeply this population who is probably also exposed to shift work sleep-wake disorder and many others neurological disorders commonly found in similar works ( boivin and boudreau, 2014 ; jensen et al., 2016 ).","['this is another strength of the present article, because no other study examined so deeply this population who is probably also exposed to shift work sleep-wake disorder and many others neurological disorders commonly found in similar works ( boivin and boudreau, 2014 ; jensen et al., 2016 ).']","this is another strength of the present article, because no other study examined so deeply this population who is probably also exposed to shift work sleep-wake disorder and many others neurological disorders commonly found in similar works ( boivin and boudreau, 2014 ; jensen et al., 2016 )."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"This may be a limit because the level of stress experienced by a manager is different from the one experienced by an advisor, as showed by few authors who documented the difference in daily stress of cortisol secretion due to some socioeconomic markers like education, occupation or income ( Harris et al., 2010 ; Hawkley et al., 2011 ; Green et al., 2014 ).","this may be a limit because the level of stress experienced by a manager is different from the one experienced by an advisor, as showed by few authors who documented the difference in daily stress of cortisol secretion due to some socioeconomic markers like education, occupation or income ( harris et al., 2010 ; hawkley et al., 2011 ; green et al., 2014 ).","['this may be a limit because the level of stress experienced by a manager is different from the one experienced by an advisor, as showed by few authors who documented the difference in daily stress of cortisol secretion due to some socioeconomic markers like education, occupation or income ( harris et al., 2010 ; hawkley et al., 2011 ; green et al., 2014 ).']","this may be a limit because the level of stress experienced by a manager is different from the one experienced by an advisor, as showed by few authors who documented the difference in daily stress of cortisol secretion due to some socioeconomic markers like education, occupation or income ( harris et al., 2010 ; hawkley et al., 2011 ; green et al., 2014 )."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"In other words, someone with a high socioeconomic status like a manager or a medical doctor will have most often less stress and low level of cortisol compared with an individual with a low socioeconomic status like a garbage collector or a delivery man ( MULATU and SCHOOLER, 1999 ; Karlamangla et al., 2013 ; Stawski et al., 2013 ) and the present study did not investigate this difference.","in other words, someone with a high socioeconomic status like a manager or a medical doctor will have most often less stress and low level of cortisol compared with an individual with a low socioeconomic status like a garbage collector or a delivery man ( mulatu and schooler, 1999 ; karlamangla et al., 2013 ; stawski et al., 2013 ) and the present study did not investigate this difference.","['in other words, someone with a high socioeconomic status like a manager or a medical doctor will have most often less stress and low level of cortisol compared with an individual with a low socioeconomic status like a garbage collector or a delivery man ( mulatu and schooler, 1999 ; karlamangla et al., 2013 ; stawski et al., 2013 ) and the present study did not investigate this difference.']","in other words, someone with a high socioeconomic status like a manager or a medical doctor will have most often less stress and low level of cortisol compared with an individual with a low socioeconomic status like a garbage collector or a delivery man ( mulatu and schooler, 1999 ; karlamangla et al., 2013 ; stawski et al., 2013 ) and the present study did not investigate this difference."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,Another limit found here was the absence of medical history or confounding factors like weight and presence of respiratory disease.,another limit found here was the absence of medical history or confounding factors like weight and presence of respiratory disease.,['another limit found here was the absence of medical history or confounding factors like weight and presence of respiratory disease.'],another limit found here was the absence of medical history or confounding factors like weight and presence of respiratory disease.
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"It was reported that excessive daytime sleepiness is often associated to sleep apnea which can be mistaken for with snoring, which is strongly associated with obesity ( Lack and Sweetman, 2016 ; Tsai, 2016 ).","it was reported that excessive daytime sleepiness is often associated to sleep apnea which can be mistaken for with snoring, which is strongly associated with obesity ( lack and sweetman, 2016 ; tsai, 2016 ).","['it was reported that excessive daytime sleepiness is often associated to sleep apnea which can be mistaken for with snoring, which is strongly associated with obesity ( lack and sweetman, 2016 ; tsai, 2016 ).']","it was reported that excessive daytime sleepiness is often associated to sleep apnea which can be mistaken for with snoring, which is strongly associated with obesity ( lack and sweetman, 2016 ; tsai, 2016 )."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"Some treatments for anxiety may induce insomnia ( Lack and Sweetman, 2016 ) and some participants taking these kinds of medication may have been included in this study.","some treatments for anxiety may induce insomnia ( lack and sweetman, 2016 ) and some participants taking these kinds of medication may have been included in this study.","['some treatments for anxiety may induce insomnia ( lack and sweetman, 2016 ) and some participants taking these kinds of medication may have been included in this study.']","some treatments for anxiety may induce insomnia ( lack and sweetman, 2016 ) and some participants taking these kinds of medication may have been included in this study."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"In the same order, subscales of the questionnaire were not analyzed in this case only because it was not necessary for this pilot study; but it will be an improvement if further research investigates the current findings to see if the same trends arise when looking at sleep quality, sleep satisfaction or other components based on a different sleep questionnaire such as PSQI.","in the same order, subscales of the questionnaire were not analyzed in this case only because it was not necessary for this pilot study; but it will be an improvement if further research investigates the current findings to see if the same trends arise when looking at sleep quality, sleep satisfaction or other components based on a different sleep questionnaire such as psqi.","['in the same order, subscales of the questionnaire were not analyzed in this case only because it was not necessary for this pilot study; but it will be an improvement if further research investigates the current findings to see if the same trends arise when looking at sleep quality, sleep satisfaction or other components based on a different sleep questionnaire such as psqi.']","in the same order, subscales of the questionnaire were not analyzed in this case only because it was not necessary for this pilot study; but it will be an improvement if further research investigates the current findings to see if the same trends arise when looking at sleep quality, sleep satisfaction or other components based on a different sleep questionnaire such as psqi."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"In conclusion, customer service employees are exposed to a continuous stimulation of their cognitive functions in addition to different stressors which can progressively and silently damage the nervous system.","in conclusion, customer service employees are exposed to a continuous stimulation of their cognitive functions in addition to different stressors which can progressively and silently damage the nervous system.","['in conclusion, customer service employees are exposed to a continuous stimulation of their cognitive functions in addition to different stressors which can progressively and silently damage the nervous system.']","in conclusion, customer service employees are exposed to a continuous stimulation of their cognitive functions in addition to different stressors which can progressively and silently damage the nervous system."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"Investigations on mental and physical health of customer service advisors are worthy of interest, and understanding how their work, their rotating shifts and their socioeconomic status influence their resilience and their performance at work; may help comprehension of similar health issues emerging in similar populations with similar occupations.","investigations on mental and physical health of customer service advisors are worthy of interest, and understanding how their work, their rotating shifts and their socioeconomic status influence their resilience and their performance at work; may help comprehension of similar health issues emerging in similar populations with similar occupations.","['investigations on mental and physical health of customer service advisors are worthy of interest, and understanding how their work, their rotating shifts and their socioeconomic status influence their resilience and their performance at work; may help comprehension of similar health issues emerging in similar populations with similar occupations.']","investigations on mental and physical health of customer service advisors are worthy of interest, and understanding how their work, their rotating shifts and their socioeconomic status influence their resilience and their performance at work; may help comprehension of similar health issues emerging in similar populations with similar occupations."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"For now, here are some practical suggestions to reduce neuropsychiatric disorders for customer service employees or at least mitigate the work burden on their brain: Avoid rotating shift as much as possible Like explained previously, the stabilization of an individual circadian rhythm is difficult with an irregular sleep and a fast rotating shift ( Canuto et al., 2013 ; Kalmbach et al., 2015 ).","for now, here are some practical suggestions to reduce neuropsychiatric disorders for customer service employees or at least mitigate the work burden on their brain: avoid rotating shift as much as possible like explained previously, the stabilization of an individual circadian rhythm is difficult with an irregular sleep and a fast rotating shift ( canuto et al., 2013 ; kalmbach et al., 2015 ).","['for now, here are some practical suggestions to reduce neuropsychiatric disorders for customer service employees or at least mitigate the work burden on their brain: avoid rotating shift as much as possible like explained previously, the stabilization of an individual circadian rhythm is difficult with an irregular sleep and a fast rotating shift ( canuto et al., 2013 ; kalmbach et al., 2015 ).']","for now, here are some practical suggestions to reduce neuropsychiatric disorders for customer service employees or at least mitigate the work burden on their brain: avoid rotating shift as much as possible like explained previously, the stabilization of an individual circadian rhythm is difficult with an irregular sleep and a fast rotating shift ( canuto et al., 2013 ; kalmbach et al., 2015 )."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,It is better to recruit employees working only night shifts or those working only day shifts.,it is better to recruit employees working only night shifts or those working only day shifts.,['it is better to recruit employees working only night shifts or those working only day shifts.'],it is better to recruit employees working only night shifts or those working only day shifts.
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,Changing shifts of an individual will create more cost for the employer because of health outcome employees will develop.,changing shifts of an individual will create more cost for the employer because of health outcome employees will develop.,['changing shifts of an individual will create more cost for the employer because of health outcome employees will develop.'],changing shifts of an individual will create more cost for the employer because of health outcome employees will develop.
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"In the present study, neuropsychiatric diseases were investigated but it may be possible that the same employees have musculoskeletal diseases, metabolic disorders or burn-out; which were already reported as side effects of rotating shift ( Canuto et al., 2013 ; Kalmbach et al., 2015 ).","in the present study, neuropsychiatric diseases were investigated but it may be possible that the same employees have musculoskeletal diseases, metabolic disorders or burn-out; which were already reported as side effects of rotating shift ( canuto et al., 2013 ; kalmbach et al., 2015 ).","['in the present study, neuropsychiatric diseases were investigated but it may be possible that the same employees have musculoskeletal diseases, metabolic disorders or burn-out; which were already reported as side effects of rotating shift ( canuto et al., 2013 ; kalmbach et al., 2015 ).']","in the present study, neuropsychiatric diseases were investigated but it may be possible that the same employees have musculoskeletal diseases, metabolic disorders or burn-out; which were already reported as side effects of rotating shift ( canuto et al., 2013 ; kalmbach et al., 2015 )."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"Encourage physical activity during a shift Many studies reported the benefits of moderate physical activity on the health, whatever type of activity it is ( Bancroft et al., 2015 ; Song et al., 2015 ; White et al., 2016 ; Knapp et al., 2018 ).","encourage physical activity during a shift many studies reported the benefits of moderate physical activity on the health, whatever type of activity it is ( bancroft et al., 2015 ; song et al., 2015 ; white et al., 2016 ; knapp et al., 2018 ).","['encourage physical activity during a shift many studies reported the benefits of moderate physical activity on the health, whatever type of activity it is ( bancroft et al., 2015 ; song et al., 2015 ; white et al., 2016 ; knapp et al., 2018 ).']","encourage physical activity during a shift many studies reported the benefits of moderate physical activity on the health, whatever type of activity it is ( bancroft et al., 2015 ; song et al., 2015 ; white et al., 2016 ; knapp et al., 2018 )."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"It is not a waste of money to extend the lunch time during a full shift, to allow people to walk somewhere, do a short yoga session or bike ( Bancroft et al., 2015 ; Song et al., 2015 ; White et al., 2016 ; Knapp et al., 2018 ).","it is not a waste of money to extend the lunch time during a full shift, to allow people to walk somewhere, do a short yoga session or bike ( bancroft et al., 2015 ; song et al., 2015 ; white et al., 2016 ; knapp et al., 2018 ).","['it is not a waste of money to extend the lunch time during a full shift, to allow people to walk somewhere, do a short yoga session or bike ( bancroft et al., 2015 ; song et al., 2015 ; white et al., 2016 ; knapp et al., 2018 ).']","it is not a waste of money to extend the lunch time during a full shift, to allow people to walk somewhere, do a short yoga session or bike ( bancroft et al., 2015 ; song et al., 2015 ; white et al., 2016 ; knapp et al., 2018 )."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"Increase part-time shift like demonstrated in this study, people working full time reported much more neuropsychiatric diseases than part time workers.","increase part-time shift like demonstrated in this study, people working full time reported much more neuropsychiatric diseases than part time workers.","['increase part-time shift like demonstrated in this study, people working full time reported much more neuropsychiatric diseases than part time workers.']","increase part-time shift like demonstrated in this study, people working full time reported much more neuropsychiatric diseases than part time workers."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"According to the diversity of the canadian population and the different subgroups of participants in this study, the mental disorders found here are not related to ethnicity, age or some bias; the sample is very representative of the general population.","according to the diversity of the canadian population and the different subgroups of participants in this study, the mental disorders found here are not related to ethnicity, age or some bias; the sample is very representative of the general population.","['according to the diversity of the canadian population and the different subgroups of participants in this study, the mental disorders found here are not related to ethnicity, age or some bias; the sample is very representative of the general population.']","according to the diversity of the canadian population and the different subgroups of participants in this study, the mental disorders found here are not related to ethnicity, age or some bias; the sample is very representative of the general population."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"In my opinion, reducing full shifts to 6 or 7 hours including a 30 minute-lunch break may be a good compromise for both the employers and the employees in terms of cost, to decrease the number of sick day-related absences and to increase work performance Enlarge the investigation to other countries Canadian population is similar because of immigration to other countries like United Kingdom, United State of America, France, Belgium, Australia and Germany.","in my opinion, reducing full shifts to 6 or 7 hours including a 30 minute-lunch break may be a good compromise for both the employers and the employees in terms of cost, to decrease the number of sick day-related absences and to increase work performance enlarge the investigation to other countries canadian population is similar because of immigration to other countries like united kingdom, united state of america, france, belgium, australia and germany.","['in my opinion, reducing full shifts to 6 or 7 hours including a 30 minute-lunch break may be a good compromise for both the employers and the employees in terms of cost, to decrease the number of sick day-related absences and to increase work performance enlarge the investigation to other countries canadian population is similar because of immigration to other countries like united kingdom, united state of america, france, belgium, australia and germany.']","in my opinion, reducing full shifts to 6 or 7 hours including a 30 minute-lunch break may be a good compromise for both the employers and the employees in terms of cost, to decrease the number of sick day-related absences and to increase work performance enlarge the investigation to other countries canadian population is similar because of immigration to other countries like united kingdom, united state of america, france, belgium, australia and germany."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"Customer service is an important part of their economy as industrialized countries, so, without knowing it, these countries probably face the same neuropsychiatric disorder problems with their employees.","customer service is an important part of their economy as industrialized countries, so, without knowing it, these countries probably face the same neuropsychiatric disorder problems with their employees.","['customer service is an important part of their economy as industrialized countries, so, without knowing it, these countries probably face the same neuropsychiatric disorder problems with their employees.']","customer service is an important part of their economy as industrialized countries, so, without knowing it, these countries probably face the same neuropsychiatric disorder problems with their employees."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"More specifically, the present paper is the first round of a pilot study which has objectives to (1) document presence of sleep disorders among customer service advisors (2) document presence of anxiety and depression in this population (3) determine the influence of the socioeconomic status, duration in position and full time or part-time shift on the diseases above.","more specifically, the present paper is the first round of a pilot study which has objectives to (1) document presence of sleep disorders among customer service advisors (2) document presence of anxiety and depression in this population (3) determine the influence of the socioeconomic status, duration in position and full time or part-time shift on the diseases above.","['more specifically, the present paper is the first round of a pilot study which has objectives to (1) document presence of sleep disorders among customer service advisors (2) document presence of anxiety and depression in this population (3) determine the influence of the socioeconomic status, duration in position and full time or part-time shift on the diseases above.']","more specifically, the present paper is the first round of a pilot study which has objectives to (1) document presence of sleep disorders among customer service advisors (2) document presence of anxiety and depression in this population (3) determine the influence of the socioeconomic status, duration in position and full time or part-time shift on the diseases above."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"The results revealed that people working in customer service are aged 26 ± 4 years old for men and 21 ± 2 years old for women, with an undergraduate or a secondary/high school degree.","the results revealed that people working in customer service are aged 26 ± 4 years old for men and 21 ± 2 years old for women, with an undergraduate or a secondary/high school degree.","['the results revealed that people working in customer service are aged 26 ± 4 years old for men and 21 ± 2 years old for women, with an undergraduate or a secondary/high school degree.']","the results revealed that people working in customer service are aged 26 ± 4 years old for men and 21 ± 2 years old for women, with an undergraduate or a secondary/high school degree."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"The majority worked full time, are single and have reported at least two of the neuropsychiatric disorders assessed in the present study.","the majority worked full time, are single and have reported at least two of the neuropsychiatric disorders assessed in the present study.","['the majority worked full time, are single and have reported at least two of the neuropsychiatric disorders assessed in the present study.']","the majority worked full time, are single and have reported at least two of the neuropsychiatric disorders assessed in the present study."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"Among customer service employees enrolled in this study, all neuropsychiatric disorders investigated were present and significantly higher for those working full time.","among customer service employees enrolled in this study, all neuropsychiatric disorders investigated were present and significantly higher for those working full time.","['among customer service employees enrolled in this study, all neuropsychiatric disorders investigated were present and significantly higher for those working full time.']","among customer service employees enrolled in this study, all neuropsychiatric disorders investigated were present and significantly higher for those working full time."
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,Perceived socioeconomic status (pSES) was almost similar for full time and part time workers with a mean score of 4.8 on the MacArthur scale of subjective social status.,perceived socioeconomic status (pses) was almost similar for full time and part time workers with a mean score of 4.8 on the macarthur scale of subjective social status.,['perceived socioeconomic status (pses) was almost similar for full time and part time workers with a mean score of 4.8 on the macarthur scale of subjective social status.'],perceived socioeconomic status (pses) was almost similar for full time and part time workers with a mean score of 4.8 on the macarthur scale of subjective social status.
"Insomnia, excessive daytime sleepiness, anxiety, depression and socioeconomic status among customer service employees in Canada",medrxiv,"Results also revealed that duration in position was an excellent predictor of insomnia, excessive daytime sleepiness and anxiety (respectively with R 2 =91,83%, R 2 =81,23% and R 2 =87,46%) but a moderate predictor of depression (R 2 =69,14%).","results also revealed that duration in position was an excellent predictor of insomnia, excessive daytime sleepiness and anxiety (respectively with r 2 =91,83%, r 2 =81,23% and r 2 =87,46%) but a moderate predictor of depression (r 2 =69,14%).","['results also revealed that duration in position was an excellent predictor of insomnia, excessive daytime sleepiness and anxiety (respectively with r 2 =91,83%, r 2 =81,23% and r 2 =87,46%) but a moderate predictor of depression (r 2 =69,14%).']","results also revealed that duration in position was an excellent predictor of insomnia, excessive daytime sleepiness and anxiety (respectively with r 2 =91,83%, r 2 =81,23% and r 2 =87,46%) but a moderate predictor of depression (r 2 =69,14%)."
