title,source,sentence,normalized_text,sentence_list,candidate_blocks,candidate_block
The malaria-protective human glycophorin structural variant DUP4 shows somatic mosaicism and association with hemoglobin levels,biorxiv,We also show evidence of somatic variation in the copy number of the fusion genes.,we also show evidence of somatic variation in the copy number of the fusion genes.,['we also show evidence of somatic variation in the copy number of the fusion genes.'],['we also show evidence of somatic variation in the copy number of the fusion genes.'],we also show evidence of somatic variation in the copy number of the fusion genes.
The malaria-protective human glycophorin structural variant DUP4 shows somatic mosaicism and association with hemoglobin levels,biorxiv,We develop a simple robust assay for this variant and demonstrate that DUP4 is at an appreciable population frequency in Tanzania and that it is associated with higher hemoglobin levels in a malaria-endemic village.,we develop a simple robust assay for this variant and demonstrate that dup4 is at an appreciable population frequency in tanzania and that it is associated with higher hemoglobin levels in a malaria-endemic village.,['we develop a simple robust assay for this variant and demonstrate that dup4 is at an appreciable population frequency in tanzania and that it is associated with higher hemoglobin levels in a malaria-endemic village.'],['we develop a simple robust assay for this variant and demonstrate that dup4 is at an appreciable population frequency in tanzania and that it is associated with higher hemoglobin levels in a malaria-endemic village.'],we develop a simple robust assay for this variant and demonstrate that dup4 is at an appreciable population frequency in tanzania and that it is associated with higher hemoglobin levels in a malaria-endemic village.
The malaria-protective human glycophorin structural variant DUP4 shows somatic mosaicism and association with hemoglobin levels,biorxiv,We suggest that DUP4 is therefore protective against malarial anemia.,we suggest that dup4 is therefore protective against malarial anemia.,['we suggest that dup4 is therefore protective against malarial anemia.'],['we suggest that dup4 is therefore protective against malarial anemia.'],we suggest that dup4 is therefore protective against malarial anemia.
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,"Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State

IntroductionEarly diagnosis and prompt and effective treatment is one of the pillars of malaria control Malaria case management guidelines recommend diagnostic testing before treatment using malaria Rapid Diagnostic Test (mRDT) or microscopy and this was adopted in Nigeria in 2010.",predictors of malaria rapid diagnostic tests’ utilisation among healthcare workers in zamfara state introductionearly diagnosis and prompt and effective treatment is one of the pillars of malaria control malaria case management guidelines recommend diagnostic testing before treatment using malaria rapid diagnostic test (mrdt) or microscopy and this was adopted in nigeria in 2010.,['predictors of malaria rapid diagnostic tests’ utilisation among healthcare workers in zamfara state introductionearly diagnosis and prompt and effective treatment is one of the pillars of malaria control malaria case management guidelines recommend diagnostic testing before treatment using malaria rapid diagnostic test (mrdt) or microscopy and this was adopted in nigeria in 2010.'],['predictors of malaria rapid diagnostic tests’ utilisation among healthcare workers in zamfara state introductionearly diagnosis and prompt and effective treatment is one of the pillars of malaria control malaria case management guidelines recommend diagnostic testing before treatment using malaria rapid diagnostic test (mrdt) or microscopy and this was adopted in nigeria in 2010.'],predictors of malaria rapid diagnostic tests’ utilisation among healthcare workers in zamfara state introductionearly diagnosis and prompt and effective treatment is one of the pillars of malaria control malaria case management guidelines recommend diagnostic testing before treatment using malaria rapid diagnostic test (mrdt) or microscopy and this was adopted in nigeria in 2010.
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,"This study set out to assess factors influencing utilisation of mRDT among healthcare workers in Zamfara State, Nigeria.\n\nMethodsA cross-sectional study was carried out among 306 healthcare workers selected using multistage sampling from six Local Government Areas between January and February 2017.","this study set out to assess factors influencing utilisation of mrdt among healthcare workers in zamfara state, nigeria.\n\nmethodsa cross-sectional study was carried out among 306 healthcare workers selected using multistage sampling from six local government areas between january and february 2017.","['this study set out to assess factors influencing utilisation of mrdt among healthcare workers in zamfara state, nigeria.\\n\\nmethodsa cross-sectional study was carried out among 306 healthcare workers selected using multistage sampling from six local government areas between january and february 2017.']","['this study set out to assess factors influencing utilisation of mrdt among healthcare workers in zamfara state, nigeria.\\n\\nmethodsa cross-sectional study was carried out among 306 healthcare workers selected using multistage sampling from six local government areas between january and february 2017.']","this study set out to assess factors influencing utilisation of mrdt among healthcare workers in zamfara state, nigeria.\n\nmethodsa cross-sectional study was carried out among 306 healthcare workers selected using multistage sampling from six local government areas between january and february 2017."
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,Mixed method was used for data collection.,mixed method was used for data collection.,['mixed method was used for data collection.'],['mixed method was used for data collection.'],mixed method was used for data collection.
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,"A pre-tested self-administered questionnaire was used to collect information on knowledge, use of mRDT and factors influencing utilization.","a pre-tested self-administered questionnaire was used to collect information on knowledge, use of mrdt and factors influencing utilization.","['a pre-tested self-administered questionnaire was used to collect information on knowledge, use of mrdt and factors influencing utilization.']","['a pre-tested self-administered questionnaire was used to collect information on knowledge, use of mrdt and factors influencing utilization.']","a pre-tested self-administered questionnaire was used to collect information on knowledge, use of mrdt and factors influencing utilization."
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,An observational checklist was used to assess the availability of mRDT in the six months prior to this study.,an observational checklist was used to assess the availability of mrdt in the six months prior to this study.,['an observational checklist was used to assess the availability of mrdt in the six months prior to this study.'],['an observational checklist was used to assess the availability of mrdt in the six months prior to this study.'],an observational checklist was used to assess the availability of mrdt in the six months prior to this study.
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,Data were analyzed using descriptive statistics such as means and proportions.,data were analyzed using descriptive statistics such as means and proportions.,['data were analyzed using descriptive statistics such as means and proportions.'],['data were analyzed using descriptive statistics such as means and proportions.'],data were analyzed using descriptive statistics such as means and proportions.
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,Association between mRDT use and independent variables was tested using Chi square while multiple regression was used to determine predictors of use at 5% level of significance.\n\nResultsMean age of respondents was 36.0 {+/-} 9.4years.,association between mrdt use and independent variables was tested using chi square while multiple regression was used to determine predictors of use at 5% level of significance.\n\nresultsmean age of respondents was 36.0 {+/-} 9.4years.,['association between mrdt use and independent variables was tested using chi square while multiple regression was used to determine predictors of use at 5% level of significance.\\n\\nresultsmean age of respondents was 36.0 {+/-} 9.4years.'],['association between mrdt use and independent variables was tested using chi square while multiple regression was used to determine predictors of use at 5% level of significance.\\n\\nresultsmean age of respondents was 36.0 {+/-} 9.4years.'],association between mrdt use and independent variables was tested using chi square while multiple regression was used to determine predictors of use at 5% level of significance.\n\nresultsmean age of respondents was 36.0 {+/-} 9.4years.
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,"Overall, 198 (64.7%) of health workers had good knowledge of mRDT; malaria RDT was available in 33 (61.1%) facilities.","overall, 198 (64.7%) of health workers had good knowledge of mrdt; malaria rdt was available in 33 (61.1%) facilities.","['overall, 198 (64.7%) of health workers had good knowledge of mrdt; malaria rdt was available in 33 (61.1%) facilities.']","['overall, 198 (64.7%) of health workers had good knowledge of mrdt; malaria rdt was available in 33 (61.1%) facilities.']","overall, 198 (64.7%) of health workers had good knowledge of mrdt; malaria rdt was available in 33 (61.1%) facilities."
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,Routine use of mRDT was reported by 253 (82.7%) healthcare workers.,routine use of mrdt was reported by 253 (82.7%) healthcare workers.,['routine use of mrdt was reported by 253 (82.7%) healthcare workers.'],['routine use of mrdt was reported by 253 (82.7%) healthcare workers.'],routine use of mrdt was reported by 253 (82.7%) healthcare workers.
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,"This comprised 89 (35.2%) laboratory scientists/technicians, 89 (35.2%) community health extension workers/community health officers; 59 (23.3%) nurses and 16 (6.3%) doctors.","this comprised 89 (35.2%) laboratory scientists/technicians, 89 (35.2%) community health extension workers/community health officers; 59 (23.3%) nurses and 16 (6.3%) doctors.","['this comprised 89 (35.2%) laboratory scientists/technicians, 89 (35.2%) community health extension workers/community health officers; 59 (23.3%) nurses and 16 (6.3%) doctors.']","['this comprised 89 (35.2%) laboratory scientists/technicians, 89 (35.2%) community health extension workers/community health officers; 59 (23.3%) nurses and 16 (6.3%) doctors.']","this comprised 89 (35.2%) laboratory scientists/technicians, 89 (35.2%) community health extension workers/community health officers; 59 (23.3%) nurses and 16 (6.3%) doctors."
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,"Predictors of mRDT utilisation were good knowledge of mRDT (adjusted OR (aOR):3.3, CI: 1.6-6.7), trust in mRDT results (aOR: 4.0, CI: 1.9 - 8.2), having being trained on mRDT (aOR: 2.7, CI: 1.2 - 6.6), and provision of free mRDT (aOR: 2.3, CI: 1.0 - 5.0).\n\nConclusionThis study demonstrated that healthcare worker utilisation of mRDT was associated with health worker and health system-related factors that are potentially modifiable.","predictors of mrdt utilisation were good knowledge of mrdt (adjusted or (aor):3.3, ci: 1.6-6.7), trust in mrdt results (aor: 4.0, ci: 1.9 - 8.2), having being trained on mrdt (aor: 2.7, ci: 1.2 - 6.6), and provision of free mrdt (aor: 2.3, ci: 1.0 - 5.0).\n\nconclusionthis study demonstrated that healthcare worker utilisation of mrdt was associated with health worker and health system-related factors that are potentially modifiable.","['predictors of mrdt utilisation were good knowledge of mrdt (adjusted or (aor):3.3, ci: 1.6-6.7), trust in mrdt results (aor: 4.0, ci: 1.9 - 8.2), having being trained on mrdt (aor: 2.7, ci: 1.2 - 6.6), and provision of free mrdt (aor: 2.3, ci: 1.0 - 5.0).\\n\\nconclusionthis study demonstrated that healthcare worker utilisation of mrdt was associated with health worker and health system-related factors that are potentially modifiable.']","['predictors of mrdt utilisation were good knowledge of mrdt (adjusted or (aor):3.3, ci: 1.6-6.7), trust in mrdt results (aor: 4.0, ci: 1.9 - 8.2), having being trained on mrdt (aor: 2.7, ci: 1.2 - 6.6), and provision of free mrdt (aor: 2.3, ci: 1.0 - 5.0).\\n\\nconclusionthis study demonstrated that healthcare worker utilisation of mrdt was associated with health worker and health system-related factors that are potentially modifiable.']","predictors of mrdt utilisation were good knowledge of mrdt (adjusted or (aor):3.3, ci: 1.6-6.7), trust in mrdt results (aor: 4.0, ci: 1.9 - 8.2), having being trained on mrdt (aor: 2.7, ci: 1.2 - 6.6), and provision of free mrdt (aor: 2.3, ci: 1.0 - 5.0).\n\nconclusionthis study demonstrated that healthcare worker utilisation of mrdt was associated with health worker and health system-related factors that are potentially modifiable."
Predictors of Malaria Rapid Diagnostic Tests’ Utilisation Among Healthcare Workers in Zamfara State,biorxiv,There is need to sustain training of healthcare workers on benefits of using mRDT and provision of free mRDT in health facilities.,there is need to sustain training of healthcare workers on benefits of using mrdt and provision of free mrdt in health facilities.,['there is need to sustain training of healthcare workers on benefits of using mrdt and provision of free mrdt in health facilities.'],['there is need to sustain training of healthcare workers on benefits of using mrdt and provision of free mrdt in health facilities.'],there is need to sustain training of healthcare workers on benefits of using mrdt and provision of free mrdt in health facilities.
An open-source k-mer based machine learning tool for fast and accurate subtyping of HIV-1 genomes,biorxiv,"An open-source k-mer based machine learning tool for fast and accurate subtyping of HIV-1 genomes

For many disease-causing virus species, global diversity is clustered into a taxonomy of subtypes with clinical significance.","an open-source k-mer based machine learning tool for fast and accurate subtyping of hiv-1 genomes for many disease-causing virus species, global diversity is clustered into a taxonomy of subtypes with clinical significance.","['an open-source k-mer based machine learning tool for fast and accurate subtyping of hiv-1 genomes for many disease-causing virus species, global diversity is clustered into a taxonomy of subtypes with clinical significance.']","['an open-source k-mer based machine learning tool for fast and accurate subtyping of hiv-1 genomes for many disease-causing virus species, global diversity is clustered into a taxonomy of subtypes with clinical significance.']","an open-source k-mer based machine learning tool for fast and accurate subtyping of hiv-1 genomes for many disease-causing virus species, global diversity is clustered into a taxonomy of subtypes with clinical significance."
An open-source k-mer based machine learning tool for fast and accurate subtyping of HIV-1 genomes,biorxiv,"In particular, the classification of infections among the subtypes of human immunodeficiency virus type 1 (HIV-1) is a routine component of clinical management, and there are now many classification algorithms available for this purpose.","in particular, the classification of infections among the subtypes of human immunodeficiency virus type 1 (hiv-1) is a routine component of clinical management, and there are now many classification algorithms available for this purpose.","['in particular, the classification of infections among the subtypes of human immunodeficiency virus type 1 (hiv-1) is a routine component of clinical management, and there are now many classification algorithms available for this purpose.']","['in particular, the classification of infections among the subtypes of human immunodeficiency virus type 1 (hiv-1) is a routine component of clinical management, and there are now many classification algorithms available for this purpose.']","in particular, the classification of infections among the subtypes of human immunodeficiency virus type 1 (hiv-1) is a routine component of clinical management, and there are now many classification algorithms available for this purpose."
An open-source k-mer based machine learning tool for fast and accurate subtyping of HIV-1 genomes,biorxiv,"Although several of these algorithms are similar in accuracy and speed, the majority are proprietary and require laboratories to transmit HIV-1 sequence data over the network to remote servers.","although several of these algorithms are similar in accuracy and speed, the majority are proprietary and require laboratories to transmit hiv-1 sequence data over the network to remote servers.","['although several of these algorithms are similar in accuracy and speed, the majority are proprietary and require laboratories to transmit hiv-1 sequence data over the network to remote servers.']","['although several of these algorithms are similar in accuracy and speed, the majority are proprietary and require laboratories to transmit hiv-1 sequence data over the network to remote servers.']","although several of these algorithms are similar in accuracy and speed, the majority are proprietary and require laboratories to transmit hiv-1 sequence data over the network to remote servers."
An open-source k-mer based machine learning tool for fast and accurate subtyping of HIV-1 genomes,biorxiv,We propose an open-source supervised and alignment-free subtyping method (KO_SCPCAPAMERISC_SCPCAP) that operates on k-mer frequencies in HIV-1 sequences.,we propose an open-source supervised and alignment-free subtyping method (ko_scpcapamerisc_scpcap) that operates on k-mer frequencies in hiv-1 sequences.,['we propose an open-source supervised and alignment-free subtyping method (ko_scpcapamerisc_scpcap) that operates on k-mer frequencies in hiv-1 sequences.'],['we propose an open-source supervised and alignment-free subtyping method (ko_scpcapamerisc_scpcap) that operates on k-mer frequencies in hiv-1 sequences.'],we propose an open-source supervised and alignment-free subtyping method (ko_scpcapamerisc_scpcap) that operates on k-mer frequencies in hiv-1 sequences.
An open-source k-mer based machine learning tool for fast and accurate subtyping of HIV-1 genomes,biorxiv,"Based on our testing data set of manually curated real-world HIV-1 sequences (n = 2, 784), Kameris obtained an overall accuracy of 97%, which matches or exceeds all other tested software, with a processing rate of over 1,500 sequences per second.","based on our testing data set of manually curated real-world hiv-1 sequences (n = 2, 784), kameris obtained an overall accuracy of 97%, which matches or exceeds all other tested software, with a processing rate of over 1,500 sequences per second.","['based on our testing data set of manually curated real-world hiv-1 sequences (n = 2, 784), kameris obtained an overall accuracy of 97%, which matches or exceeds all other tested software, with a processing rate of over 1,500 sequences per second.']","['based on our testing data set of manually curated real-world hiv-1 sequences (n = 2, 784), kameris obtained an overall accuracy of 97%, which matches or exceeds all other tested software, with a processing rate of over 1,500 sequences per second.']","based on our testing data set of manually curated real-world hiv-1 sequences (n = 2, 784), kameris obtained an overall accuracy of 97%, which matches or exceeds all other tested software, with a processing rate of over 1,500 sequences per second."
An open-source k-mer based machine learning tool for fast and accurate subtyping of HIV-1 genomes,biorxiv,"Furthermore, our fully standalone general-purpose software provides key advantages in terms of data security and privacy, transparency and reproducibility.","furthermore, our fully standalone general-purpose software provides key advantages in terms of data security and privacy, transparency and reproducibility.","['furthermore, our fully standalone general-purpose software provides key advantages in terms of data security and privacy, transparency and reproducibility.']","['furthermore, our fully standalone general-purpose software provides key advantages in terms of data security and privacy, transparency and reproducibility.']","furthermore, our fully standalone general-purpose software provides key advantages in terms of data security and privacy, transparency and reproducibility."
An open-source k-mer based machine learning tool for fast and accurate subtyping of HIV-1 genomes,biorxiv,"Finally, we show that our method is readily adaptable to subtype classification of other viruses including dengue, influenza A, and hepatitis B and C virus.","finally, we show that our method is readily adaptable to subtype classification of other viruses including dengue, influenza a, and hepatitis b and c virus.","['finally, we show that our method is readily adaptable to subtype classification of other viruses including dengue, influenza a, and hepatitis b and c virus.']","['finally, we show that our method is readily adaptable to subtype classification of other viruses including dengue, influenza a, and hepatitis b and c virus.']","finally, we show that our method is readily adaptable to subtype classification of other viruses including dengue, influenza a, and hepatitis b and c virus."
Extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in Aedes aegypti mosquitoes,biorxiv,"Extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in Aedes aegypti mosquitoes

Dengue virus (DENV), an arthropod-borne (\""arbovirus\"") virus causing a range of human maladies ranging from self-limiting dengue fever to the life-threatening dengue shock syndrome, proliferates well in two different taxa of the Animal Kingdom, mosquitoes and primates.","extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in aedes aegypti mosquitoes dengue virus (denv), an arthropod-borne (\""arbovirus\"") virus causing a range of human maladies ranging from self-limiting dengue fever to the life-threatening dengue shock syndrome, proliferates well in two different taxa of the animal kingdom, mosquitoes and primates.","['extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in aedes aegypti mosquitoes dengue virus (denv), an arthropod-borne (\\""arbovirus\\"") virus causing a range of human maladies ranging from self-limiting dengue fever to the life-threatening dengue shock syndrome, proliferates well in two different taxa of the animal kingdom, mosquitoes and primates.']","['extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in aedes aegypti mosquitoes dengue virus (denv), an arthropod-borne (\\""arbovirus\\"") virus causing a range of human maladies ranging from self-limiting dengue fever to the life-threatening dengue shock syndrome, proliferates well in two different taxa of the animal kingdom, mosquitoes and primates.']","extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in aedes aegypti mosquitoes dengue virus (denv), an arthropod-borne (\""arbovirus\"") virus causing a range of human maladies ranging from self-limiting dengue fever to the life-threatening dengue shock syndrome, proliferates well in two different taxa of the animal kingdom, mosquitoes and primates."
Extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in Aedes aegypti mosquitoes,biorxiv,"Unexpectedly, mosquitoes and primates have distinct preferences when expressing their genes by translation, e.g.","unexpectedly, mosquitoes and primates have distinct preferences when expressing their genes by translation, e.g.","['unexpectedly, mosquitoes and primates have distinct preferences when expressing their genes by translation, e.g.']","['unexpectedly, mosquitoes and primates have distinct preferences when expressing their genes by translation, e.g.']","unexpectedly, mosquitoes and primates have distinct preferences when expressing their genes by translation, e.g."
Extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in Aedes aegypti mosquitoes,biorxiv,members of these taxa show taxonomic group-specific intolerance to certain codon pairs.,members of these taxa show taxonomic group-specific intolerance to certain codon pairs.,['members of these taxa show taxonomic group-specific intolerance to certain codon pairs.'],['members of these taxa show taxonomic group-specific intolerance to certain codon pairs.'],members of these taxa show taxonomic group-specific intolerance to certain codon pairs.
Extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in Aedes aegypti mosquitoes,biorxiv,"By necessity, arboviruses evolved to delicately balance this fundamental difference in their ORFs.","by necessity, arboviruses evolved to delicately balance this fundamental difference in their orfs.","['by necessity, arboviruses evolved to delicately balance this fundamental difference in their orfs.']","['by necessity, arboviruses evolved to delicately balance this fundamental difference in their orfs.']","by necessity, arboviruses evolved to delicately balance this fundamental difference in their orfs."
Extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in Aedes aegypti mosquitoes,biorxiv,Using the mosquito-borne human pathogen DENV we have undone the evolutionarily conserved genomic balance in its ORF sequence and specifically shifted the encoding preference away from primates.,using the mosquito-borne human pathogen denv we have undone the evolutionarily conserved genomic balance in its orf sequence and specifically shifted the encoding preference away from primates.,['using the mosquito-borne human pathogen denv we have undone the evolutionarily conserved genomic balance in its orf sequence and specifically shifted the encoding preference away from primates.'],['using the mosquito-borne human pathogen denv we have undone the evolutionarily conserved genomic balance in its orf sequence and specifically shifted the encoding preference away from primates.'],using the mosquito-borne human pathogen denv we have undone the evolutionarily conserved genomic balance in its orf sequence and specifically shifted the encoding preference away from primates.
Extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in Aedes aegypti mosquitoes,biorxiv,Using mosquito cell cultures and two strains of Aedes aegypti we did not observe any increase in fitness in DENV2 variants codon pair deoptimized for humans.,using mosquito cell cultures and two strains of aedes aegypti we did not observe any increase in fitness in denv2 variants codon pair deoptimized for humans.,['using mosquito cell cultures and two strains of aedes aegypti we did not observe any increase in fitness in denv2 variants codon pair deoptimized for humans.'],['using mosquito cell cultures and two strains of aedes aegypti we did not observe any increase in fitness in denv2 variants codon pair deoptimized for humans.'],using mosquito cell cultures and two strains of aedes aegypti we did not observe any increase in fitness in denv2 variants codon pair deoptimized for humans.
Extensive recoding of dengue virus type 2 specifically reduces replication in primate cells without gain-of-function in Aedes aegypti mosquitoes,biorxiv,This ability to disrupt and control an arboviruss host preference has great promise towards developing the next generation of synthetic vaccines not only for DENV but for other emerging arboviral pathogens such as chikungunya virus and Zika virus.,this ability to disrupt and control an arboviruss host preference has great promise towards developing the next generation of synthetic vaccines not only for denv but for other emerging arboviral pathogens such as chikungunya virus and zika virus.,['this ability to disrupt and control an arboviruss host preference has great promise towards developing the next generation of synthetic vaccines not only for denv but for other emerging arboviral pathogens such as chikungunya virus and zika virus.'],['this ability to disrupt and control an arboviruss host preference has great promise towards developing the next generation of synthetic vaccines not only for denv but for other emerging arboviral pathogens such as chikungunya virus and zika virus.'],this ability to disrupt and control an arboviruss host preference has great promise towards developing the next generation of synthetic vaccines not only for denv but for other emerging arboviral pathogens such as chikungunya virus and zika virus.
Model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure,biorxiv,"Model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure

The tetravalent dengue vaccine CYD-TDV (Dengvaxia(R)) is the first licensed vaccine against dengue, but recent findings indicate an elevated risk of severe disease among vaccinees without prior dengue virus (DENV) exposure.","model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure the tetravalent dengue vaccine cyd-tdv (dengvaxia(r)) is the first licensed vaccine against dengue, but recent findings indicate an elevated risk of severe disease among vaccinees without prior dengue virus (denv) exposure.","['model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure the tetravalent dengue vaccine cyd-tdv (dengvaxia(r)) is the first licensed vaccine against dengue, but recent findings indicate an elevated risk of severe disease among vaccinees without prior dengue virus (denv) exposure.']","['model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure the tetravalent dengue vaccine cyd-tdv (dengvaxia(r)) is the first licensed vaccine against dengue, but recent findings indicate an elevated risk of severe disease among vaccinees without prior dengue virus (denv) exposure.']","model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure the tetravalent dengue vaccine cyd-tdv (dengvaxia(r)) is the first licensed vaccine against dengue, but recent findings indicate an elevated risk of severe disease among vaccinees without prior dengue virus (denv) exposure."
Model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure,biorxiv,The World Health Organization currently recommends CYD-TDV only for individuals with serological confirmation of past DENV exposure.,the world health organization currently recommends cyd-tdv only for individuals with serological confirmation of past denv exposure.,['the world health organization currently recommends cyd-tdv only for individuals with serological confirmation of past denv exposure.'],['the world health organization currently recommends cyd-tdv only for individuals with serological confirmation of past denv exposure.'],the world health organization currently recommends cyd-tdv only for individuals with serological confirmation of past denv exposure.
Model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure,biorxiv,"To do so, we used an agent-based model to simulate DENV transmission with and without vaccination over a 30-year timeframe.","to do so, we used an agent-based model to simulate denv transmission with and without vaccination over a 30-year timeframe.","['to do so, we used an agent-based model to simulate denv transmission with and without vaccination over a 30-year timeframe.']","['to do so, we used an agent-based model to simulate denv transmission with and without vaccination over a 30-year timeframe.']","to do so, we used an agent-based model to simulate denv transmission with and without vaccination over a 30-year timeframe."
Model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure,biorxiv,"Under a range of values for the proportion of vaccinees with prior DENV exposure, we projected the proportion of symptomatic and hospitalized cases averted as a function of the sensitivity and specificity of serological screening.","under a range of values for the proportion of vaccinees with prior denv exposure, we projected the proportion of symptomatic and hospitalized cases averted as a function of the sensitivity and specificity of serological screening.","['under a range of values for the proportion of vaccinees with prior denv exposure, we projected the proportion of symptomatic and hospitalized cases averted as a function of the sensitivity and specificity of serological screening.']","['under a range of values for the proportion of vaccinees with prior denv exposure, we projected the proportion of symptomatic and hospitalized cases averted as a function of the sensitivity and specificity of serological screening.']","under a range of values for the proportion of vaccinees with prior denv exposure, we projected the proportion of symptomatic and hospitalized cases averted as a function of the sensitivity and specificity of serological screening."
Model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure,biorxiv,We found that public health impact depended primarily on the sensitivity of serological screening in high-transmission settings and on a combination of sensitivity and specificity in low-transmission settings.,we found that public health impact depended primarily on the sensitivity of serological screening in high-transmission settings and on a combination of sensitivity and specificity in low-transmission settings.,['we found that public health impact depended primarily on the sensitivity of serological screening in high-transmission settings and on a combination of sensitivity and specificity in low-transmission settings.'],['we found that public health impact depended primarily on the sensitivity of serological screening in high-transmission settings and on a combination of sensitivity and specificity in low-transmission settings.'],we found that public health impact depended primarily on the sensitivity of serological screening in high-transmission settings and on a combination of sensitivity and specificity in low-transmission settings.
Model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure,biorxiv,Cost-effectiveness could be achievable from the perspective of a public payer provided that screening sensitivity for prior DENV exposure and the value of a disability-adjusted life-year were both high.,cost-effectiveness could be achievable from the perspective of a public payer provided that screening sensitivity for prior denv exposure and the value of a disability-adjusted life-year were both high.,['cost-effectiveness could be achievable from the perspective of a public payer provided that screening sensitivity for prior denv exposure and the value of a disability-adjusted life-year were both high.'],['cost-effectiveness could be achievable from the perspective of a public payer provided that screening sensitivity for prior denv exposure and the value of a disability-adjusted life-year were both high.'],cost-effectiveness could be achievable from the perspective of a public payer provided that screening sensitivity for prior denv exposure and the value of a disability-adjusted life-year were both high.
Model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure,biorxiv,"Cost-effectiveness was also achievable from an individual perspective, particularly with high screening specificity and low coverage.","cost-effectiveness was also achievable from an individual perspective, particularly with high screening specificity and low coverage.","['cost-effectiveness was also achievable from an individual perspective, particularly with high screening specificity and low coverage.']","['cost-effectiveness was also achievable from an individual perspective, particularly with high screening specificity and low coverage.']","cost-effectiveness was also achievable from an individual perspective, particularly with high screening specificity and low coverage."
Model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure,biorxiv,"In conclusion, vaccination with CYD-TDV following serological screening could have a positive impact in certain epidemiological settings, provided that screening is highly specific, at least moderately sensitive, and inexpensive.","in conclusion, vaccination with cyd-tdv following serological screening could have a positive impact in certain epidemiological settings, provided that screening is highly specific, at least moderately sensitive, and inexpensive.","['in conclusion, vaccination with cyd-tdv following serological screening could have a positive impact in certain epidemiological settings, provided that screening is highly specific, at least moderately sensitive, and inexpensive.']","['in conclusion, vaccination with cyd-tdv following serological screening could have a positive impact in certain epidemiological settings, provided that screening is highly specific, at least moderately sensitive, and inexpensive.']","in conclusion, vaccination with cyd-tdv following serological screening could have a positive impact in certain epidemiological settings, provided that screening is highly specific, at least moderately sensitive, and inexpensive."
